sid,computing_id,cid,pid,submission,judge_output,status,language,submitted_at,score
69,HS,1,1007,"
#include <bits/stdc++.h>

using namespace std;

int main()
{
    int n, q;
    cin >> n >> q;
    
    // init set
    set<pair<int, string>> color_starts;
    color_starts.insert(pair<int, string>(1, ""white""));
    
    for (int i = 0; i < q; i++) {
        char qtype;
        cin >> qtype;
        if (qtype == 'p') {
            int a, b;
            string col;
            cin >> a >> b >> col;
            auto before_a = color_starts.lower_bound(pair<int, string>(a, """"));
            auto after_bpl1 = color_starts.upper_bound(pair<int, string>(b+2, """"));
            
            auto last_inside = after_bpl1;
            last_inside--;
            
            // edge case: nothing to erase
            if (before_a == last_inside) {
                color_starts.insert(pair<int, string>(a, col));
                color_starts.insert(pair<int, string>(b+1, ""white""));
                continue;
            }
            
            string old_color = last_inside->second;
            color_starts.erase(before_a, after_bpl1);
            color_starts.insert(pair<int, string>(a, col));
            color_starts.insert(pair<int, string>(b+1, old_color));
        }
        else { // qtype == 'q'
            int a;
            cin >> a;
        
            auto target_color = color_starts.upper_bound(pair<int, string>(a+1, """"));
            target_color--;
            cout << target_color->second << endl;
        }
    }

    return 0;
}
","WA on case 1, test 0",WA,C++17,2022-07-30 11:39:58.557821,0
70,coffeepls,1,1004,"#include <iostream>
using namespace std;

#define ll long long

int main() {
    int n;
    cin >> n;
    int arr[n];
    for (int i=0; i<n; ++i)
        cin >> arr[i];
    int sum = 0;
    for (int i=0; i<n; ++i) 
        sum += arr[i];
    cout << sum << endl;
    return 0;
}","",AC,C++17,2022-07-30 11:40:43.109695,100
71,duckduckdoo,1,1004,"n = int(input())
nums = list(map(int, input().split()))

# Do calculations
ans = 0
for num in nums:
    ans += nums;

print(ans)
","Error with code 1:
Traceback (most recent call last):
  File ""/code/Main.py"", line 7, in <module>
    ans += nums;
TypeError: unsupported operand type(s) for +=: 'int' and 'list'
",ERR,Python3,2022-07-30 11:41:45.904081,0
72,TeamJin,1,1007,"nums = list(map(int, input().split()))
n = nums[0]
q = nums[1]
print(""OK"")

fenceColList = []
for i in range(n):
    fenceColList.append(""white"")

#--------------------------
"""""" 
class BSTNode():
    def __init__(self, key):
        self.key = key
        self.left = None
        self.right = None


class BST():
    def __init__(self):
        root = None

    

    def insertRec(self, key, curNode):
        if curNode == None:
            return BSTNode(key)
        else:
            if (key < curNode.key):
                curNode.left = insertRec(key, curNode.left)
            else:
                curNode.right = insertRec(key, curNode.right)


    def insert(self, key):
        root = insertRec(self, key, root)

    def searchRec(self, key, curNode):
        if curNode == None:
            return BSTNode(key)
        else:
            if (key > curNode.key):
                curNode.left = in(key, curNode.left)
            else:
                curNode.right = insert(key, curNode.right) """"""

#---------------------


for i in range(q):
    charLst =  list(map(str, input().split()))
    firstIndex = int(charLst[1]) - 1
    
    # p 2 4 black
    if charLst[0] == ""p"":
        secondIndex = int(charLst[2]) - 1
        for i in range(firstIndex, secondIndex + 1):
            fenceColList[i] = charLst[3]

    else:
        print(fenceColList[firstIndex])","WA on case 0, test 0",WA,Python3,2022-07-30 11:43:08.603416,0
73,TeamJin,1,1007,"nums = list(map(int, input().split()))
n = nums[0]
q = nums[1]


fenceColList = []
for i in range(n):
    fenceColList.append(""white"")

#--------------------------
"""""" 
class BSTNode():
    def __init__(self, key):
        self.key = key
        self.left = None
        self.right = None


class BST():
    def __init__(self):
        root = None

    

    def insertRec(self, key, curNode):
        if curNode == None:
            return BSTNode(key)
        else:
            if (key < curNode.key):
                curNode.left = insertRec(key, curNode.left)
            else:
                curNode.right = insertRec(key, curNode.right)


    def insert(self, key):
        root = insertRec(self, key, root)

    def searchRec(self, key, curNode):
        if curNode == None:
            return BSTNode(key)
        else:
            if (key > curNode.key):
                curNode.left = in(key, curNode.left)
            else:
                curNode.right = insert(key, curNode.right) """"""

#---------------------


for i in range(q):
    charLst =  list(map(str, input().split()))
    firstIndex = int(charLst[1]) - 1
    
    # p 2 4 black
    if charLst[0] == ""p"":
        secondIndex = int(charLst[2]) - 1
        for i in range(firstIndex, secondIndex + 1):
            fenceColList[i] = charLst[3]

    else:
        print(fenceColList[firstIndex])","Failed on case 2, test 0",TLE,Python3,2022-07-30 11:43:40.355582,20
74,glovia,1,1004,"# Output the sum of the N numbers
print(""Please enter some numbers: "")
n = int(input())
nums = list(map(int, input().split()))

# Do calculations
ans = 0

for i in range(0,len(nums)):
    ans += nums[i]

print(ans)","WA on case 0, test 0",WA,Python3,2022-07-30 11:44:17.744162,0
98,YugoslaviaLover1992,1,1006,"#include <iostream>
#include <iomanip>

using namespace std;

int main(int argc, char **argv) {
    int s;
    cin>>s;
    auto w = setw(s+1);
    cout << w << "">\n"" << w << ""|\n"" << w << "".\n"";
    int j; 
    for (int i = 1; i < s; i++) {
        cout << setw(s - i) <<""/"";
        for (j = 0; j < i; j++)
            cout << char(65 + j);
        for (j = i-2; j >= 0; j--)
            cout << char(65 + j);
        cout<<""\\\n"";
    }
    return 0;  
}","",AC,C++17,2022-07-30 12:17:37.145767,50
99,coffeepls,1,1006,"#include <iostream>
#include <string>
#include <algorithm>
using namespace std;

#define ll long long

int main() {
    int n;
    cin >> n;
    string spc, ans;
    for (int i=0; i<n-1; ++i)
        spc += "" "";
    cout << spc+"">"" << endl;
    cout << spc+""|"" << endl;
    cout << spc+""."" << endl;
    string sls = ""/"";
    for (int i=2; i<n+1; ++i) {
        spc.pop_back();
        ans = spc + sls;
        string buf;
        for (int j=0; j<i-1; ++j)
            buf += char(65+j);
        ans += buf;
        buf.pop_back();
        reverse(buf.begin(), buf.end());
        ans += buf + char(92);
        cout << ans << endl;
    }
    return 0;
}","",AC,C++17,2022-07-30 12:17:45.550032,50
225,FuduBoys,1,1006,"r = int(input())
s="" ""*(r-3)
print(s,"" >\n"",s,""|\n"",s,""."")
s+="" ""
c1 = c = k = 0
for i in range(1, r):
  c=r-i-1
  print(s, end="""")
  print(""/"", end="""")
  while k!=((2*i)-1):
      if c<=r-2:
        print(chr(k+65), end="""")
        c+=1
      else:
        c1+=1
        print(chr(k-(2*c1)+65), end="""")
      k+= 1
  c1 = c = k = 0
  s = s[:-1]
  print(""\\"")","",AC,Python3,2022-07-30 14:31:23.81085,50
75,TeamJin,1,1007,"from datetime import datetime

nums = list(map(int, input().split()))
n = nums[0]
q = nums[1]
print(datetime.now())

fenceColList = []
for i in range(n):
    fenceColList.append(""white"")

print(datetime.now())

#--------------------------
"""""" 
class BSTNode():
    def __init__(self, key):
        self.key = key
        self.left = None
        self.right = None


class BST():
    def __init__(self):
        root = None

    

    def insertRec(self, key, curNode):
        if curNode == None:
            return BSTNode(key)
        else:
            if (key < curNode.key):
                curNode.left = insertRec(key, curNode.left)
            else:
                curNode.right = insertRec(key, curNode.right)


    def insert(self, key):
        root = insertRec(self, key, root)

    def searchRec(self, key, curNode):
        if curNode == None:
            return BSTNode(key)
        else:
            if (key > curNode.key):
                curNode.left = in(key, curNode.left)
            else:
                curNode.right = insert(key, curNode.right) """"""

#---------------------


for i in range(q):
    charLst =  list(input().split())
    firstIndex = int(charLst[1]) - 1
    
    # p 2 4 black
    if charLst[0] == ""p"":
        secondIndex = int(charLst[2]) - 1
        for i in range(firstIndex, secondIndex + 1):
            fenceColList[i] = charLst[3]

    if charLst[0] == ""q"":
        print(fenceColList[firstIndex])","WA on case 0, test 0",WA,Python3,2022-07-30 11:47:00.422717,0
76,TeamJin,1,1007,"from datetime import datetime

nums = list(map(int, input().split()))
n = nums[0]
q = nums[1]
#print(datetime.now())

fenceColList = []
for i in range(n):
    fenceColList.append(""white"")

#print(datetime.now())

#--------------------------
"""""" 
class BSTNode():
    def __init__(self, key):
        self.key = key
        self.left = None
        self.right = None


class BST():
    def __init__(self):
        root = None

    

    def insertRec(self, key, curNode):
        if curNode == None:
            return BSTNode(key)
        else:
            if (key < curNode.key):
                curNode.left = insertRec(key, curNode.left)
            else:
                curNode.right = insertRec(key, curNode.right)


    def insert(self, key):
        root = insertRec(self, key, root)

    def searchRec(self, key, curNode):
        if curNode == None:
            return BSTNode(key)
        else:
            if (key > curNode.key):
                curNode.left = in(key, curNode.left)
            else:
                curNode.right = insert(key, curNode.right) """"""

#---------------------


for i in range(q):
    charLst =  list(input().split())
    firstIndex = int(charLst[1]) - 1
    
    # p 2 4 black
    if charLst[0] == ""p"":
        secondIndex = int(charLst[2]) - 1
        for i in range(firstIndex, secondIndex + 1):
            fenceColList[i] = charLst[3]

    if charLst[0] == ""q"":
        print(fenceColList[firstIndex])","Failed on case 2, test 0",TLE,Python3,2022-07-30 11:47:45.006,20
77,SoloGuy,1,1007,"n, q = tuple(map(int, input().strip().split(' ')))

fence = [""white""] * n

for i in range(q):
    
    query = input().strip().split(' ')

    if query[0] == 'q':
        print(fence[int(query[1]) - 1])
    
    elif query[0] == 'p':
        
        for i in range(int(query[1]) -1, int(query[2])):
            fence[i] = query[3]
","Failed on case 2, test 0",TLE,Python3,2022-07-30 11:48:13.109611,20
78,NKSquared,1,1006,"n = int(input())
print("" "" * (n - 1) + "">"")
print("" "" * (n - 1) + ""|"")
print("" "" * (n - 1) + ""."")
for i in range(1, n):
    print((n - 1 - i) * "" "" + ""/"", end='')
    for j in range(i):
        print(chr(65 + j), end='')
    for j in reversed(range(i - 1)):
        print(chr(65 + j), end='')
    print(""\\"")","/code/Main.cpp:6:40: error: empty character constant
    6 |     print((n - 1 - i) * "" "" + ""/"", end='')
      |                                        ^~
/code/Main.cpp:8:32: error: empty character constant
    8 |         print(chr(65 + j), end='')
      |                                ^~
/code/Main.cpp:10:32: error: empty character constant
   10 |         print(chr(65 + j), end='')
      |                                ^~
/code/Main.cpp:1:1: error: ‘n’ does not name a type
    1 | n = int(input())
      | ^
",CERR,C++17,2022-07-30 11:48:17.51986,0
79,NKSquared,1,1006,"n = int(input())
print("" "" * (n - 1) + "">"")
print("" "" * (n - 1) + ""|"")
print("" "" * (n - 1) + ""."")
for i in range(1, n):
    print((n - 1 - i) * "" "" + ""/"", end='')
    for j in range(i):
        print(chr(65 + j), end='')
    for j in reversed(range(i - 1)):
        print(chr(65 + j), end='')
    print(""\\"")","/code/Main.cpp:6:40: error: empty character constant
    6 |     print((n - 1 - i) * "" "" + ""/"", end='')
      |                                        ^~
/code/Main.cpp:8:32: error: empty character constant
    8 |         print(chr(65 + j), end='')
      |                                ^~
/code/Main.cpp:10:32: error: empty character constant
   10 |         print(chr(65 + j), end='')
      |                                ^~
/code/Main.cpp:1:1: error: ‘n’ does not name a type
    1 | n = int(input())
      | ^
",CERR,C++17,2022-07-30 11:48:55.885341,0
94,duckduckdoo,1,1007,"#include <iostream>
using namespace std;

int main() {
  int numFences, numQueries;
  cin>>numFences>>numQueries;
  string f[numFences];
  for (int i = 0; i < numFences; i++) {
    f[i] = ""white"";
  }
  for (int i = 0; i < numQueries; i++) {
    char command;
    cin>>command;
    if (command == 'p') {
      int start, end;
      string color;
      cin>>start>>end>>color;
      for (int i = start-1; i < end; i++) {
        f[i] = color;
      }
    }
    else if (command == 'q') {
      int fenceNum;
      cin>>fenceNum;
      cout<<f[fenceNum-1]<<endl;
    }
    for (int i = 0; i < numFences; i++) {
      cout<<f[i]<<"" "";
    }
  }
}
","WA on case 0, test 0",WA,C++17,2022-07-30 12:11:07.888456,0
95,Albus,1,1006,"#include <stdio.h> 
void s(int n){
    for(int i=1;i<n;i++){
        printf("" "");
    }
}
void p(int n, int r){
    s(n-r-1);
    printf(""/"");
    for (int i = 0; i < r; i++)
    {
        printf(""%c"",'A'+i);
    }
    for (int i = r; i > -1; i--)
    {
        printf(""%c"",'A'+i);
    }
    printf(""\\\n"");

    
}
int main()
{
    int n;
    scanf(""%d"",&n);
    s(n);
    printf("">\n"");
    s(n);
    printf(""|\n"");
    s(n);
    printf("".\n"");
    for(int i=1; i<n; i++){
        p(n,i-1);
    }

    return 0;
}
","",AC,C++17,2022-07-30 12:11:22.545249,50
80,HS,1,1007,"
#include <bits/stdc++.h>

using namespace std;

int main()
{
    int n, q;
    cin >> n >> q;
    
    // init set
    set<pair<int, string>> color_starts;
    color_starts.insert(pair<int, string>(1, ""white""));
    
    for (int i = 0; i < q; i++) {
        char qtype;
        cin >> qtype;
        if (qtype == 'p') {
            int a, b;
            string col;
            cin >> a >> b >> col;
            auto before_a = color_starts.lower_bound(pair<int, string>(a, """"));
            auto after_bpl1 = color_starts.upper_bound(pair<int, string>(b+2, """"));
            
            auto last_inside = after_bpl1;
            last_inside--;
            
            string old_color = last_inside->second;
            color_starts.erase(before_a, after_bpl1);
            color_starts.insert(pair<int, string>(a, col));
            color_starts.insert(pair<int, string>(b+1, old_color));
        }
        else { // qtype == 'q'
            int a;
            cin >> a;
        
            auto target_color = color_starts.upper_bound(pair<int, string>(a+1, """"));
            target_color--;
            cout << target_color->second << endl;
        }
    }

    return 0;
}
","Failed on case 5, test 0",TLE,C++17,2022-07-30 11:49:14.671143,80
81,BandishBandit,1,1004,"n = int(input())
nums = list(map(int, input().split()))

# Do calculations
ans = 0
for i in range(n):
    ans += nums[i]

print(ans)","",AC,Python3,2022-07-30 11:50:37.599153,100
82,NKSquared,1,1006,"n = int(input())
if (n < 1 or n > 27):
  exit(0)
print("" "" * (n - 1) + "">"")
print("" "" * (n - 1) + ""|"")
print("" "" * (n - 1) + ""."")
for i in range(1, n):
    print((n - 1 - i) * "" "" + ""/"", end='')
    for j in range(i):
        print(chr(65 + j), end='')
    for j in reversed(range(i - 1)):
        print(chr(65 + j), end='')
    print(""\\"")","/code/Main.cpp:8:40: error: empty character constant
    8 |     print((n - 1 - i) * "" "" + ""/"", end='')
      |                                        ^~
/code/Main.cpp:10:32: error: empty character constant
   10 |         print(chr(65 + j), end='')
      |                                ^~
/code/Main.cpp:12:32: error: empty character constant
   12 |         print(chr(65 + j), end='')
      |                                ^~
/code/Main.cpp:1:1: error: ‘n’ does not name a type
    1 | n = int(input())
      | ^
",CERR,C++17,2022-07-30 11:50:48.40884,0
